address,annotate,author,booktitle,chapter,crossref,edition,editor,howpublished,institution,journal,key,month,note,number,organization,pages,publisher,school,series,title,type,volume,year,entrytype,tags,intrahash,citation,merged
 , ,C. A. STEIN and S. STEIN, , , , , , , ,Nature, , , ,6391, , , , , ,A MODEL FOR THE GLOBAL VARIATION IN OCEANIC DEPTH AND HEAT-FLOW WITH LITHOSPHERIC AGE, ,359,1992,article,http://www.bibsonomy.org/api/tags/THERMALTHERMALhttp://www.bibsonomy.org/api/tags/CONVECTIONCONVECTIONhttp://www.bibsonomy.org/api/tags/PACIFIC;PACIFIC;http://www.bibsonomy.org/api/tags/HOTHOThttp://www.bibsonomy.org/api/tags/EVOLUTION;EVOLUTION;http://www.bibsonomy.org/api/tags/SPOTS;SPOTS;http://www.bibsonomy.org/api/tags/CRUST;CRUST;http://www.bibsonomy.org/api/tags/PLATE-TECTONICS;PLATE-TECTONICS;http://www.bibsonomy.org/api/tags/CONSTRAINTS;CONSTRAINTS;http://www.bibsonomy.org/api/tags/UPPERUPPERhttp://www.bibsonomy.org/api/tags/SWELL;SWELL;http://www.bibsonomy.org/api/tags/MANTLE;MANTLE;http://www.bibsonomy.org/api/tags/ATLANTIC-OCEAN;ATLANTIC-OCEAN;http://www.bibsonomy.org/api/tags/HAWAIIANHAWAIIAN,d6cd0b288b0550371d78d33d661b26cc, , 
"{JOURNALS DEPT 2120 BERKELEY WAY, BERKELEY, CA 94720 USA}", ,O Vaisala, , , , , , , ,{MUSIC THEORY SPECTRUM}, ,{FAL}, ,{2}, , ,{UNIV CALIF PRESS}, , ,{Concepts of harmony and prolongation in Schoenberg's Op. 19/2},{Article},{21},{1999},article,http://www.bibsonomy.org/api/tags/MusikMusikhttp://www.bibsonomy.org/api/tags/MusiktheorieMusiktheorie,112bec1599a096fb4423d7b8b29b51c8, , 
 , ,E. Komatsu and J. Dunkley and M. R. Nolta and C. L. Bennett and B. Gold and G. Hinshaw and N. Jarosik and D. Larson and M. Limon and L. Page and D. N. Spergel and M. Halpern and R. S. Hill and A. Kogut and S. S. Meyer and G. S. Tucker and J. L. Weiland and E. Wollack and E. L. Wright, , , , , , , , , , ,"cite arxiv:0803.0547
Comment: 52 pages, 21 figures, accepted for publication in ApJS. (v2)
  References added. Cosmological parameters updated with the latest union
  supernova compilation (Kowalski et al. arXiv:0804.4142)", , , , , , ,"Five-Year Wilkinson Microwave Anisotropy Probe (WMAP) Observations:
  Cosmological Interpretation", , ,2008,article,http://www.bibsonomy.org/api/tags/WMAPWMAPhttp://www.bibsonomy.org/api/tags/cosmologycosmology,28eb0d970d920ca2cbc03bf258547a91, , 
 , ,J. N. Katz and M. G. Larson and A. Sabra and C. Krarup and C. R. Stirrat and R. Sethi and H. M. Eaton and A. H. Fossel and M. H. Liang, , , , , , ,"Robert B. Brigham Multipurpose Arthritis Center, Brigham and Women's Hospital, Boston, Massachusetts.",Ann Intern Med, ,Mar, ,5, , , , , ,The carpal tunnel syndrome: diagnostic utility of the history and physical examination findings., ,112,1990,article,http://www.bibsonomy.org/api/tags/diagnosis;DataInterpretationdiagnosis;DataInterpretationhttp://www.bibsonomy.org/api/tags/Statistical;Female;Humans;Male;MedicalHistoryTaking;MiddleAged;NeuralConduction;NeurologicExamination;PhysicalExamination;PredictiveValueofTests;Probability;Questionnaires;RiskFactorsStatistical;Female;Humans;Male;MedicalHistoryTaking;MiddleAged;NeuralConduction;NeurologicExamination;PhysicalExamination;PredictiveValueofTests;Probability;Questionnaires;RiskFactorshttp://www.bibsonomy.org/api/tags/Adult;AnalysisofVariance;CarpalTunnelSyndromeAdult;AnalysisofVariance;CarpalTunnelSyndrome,9fb19b3acd6d9b94525652e90a97e163, , 
 , ,T. B. K. Reddy and Robert Riley and Farrell Wymore and Phillip Montgomery and David DeCaprio and Reinhard Engels and Marcel Gellesch and Jeremy Hubble and Dennis Jen and Heng Jin and Michael Koehrsen and Lisa Larson and Maria Mao and Michael Nitzberg and Peter Sisk and Christian Stolte and Brian Weiner and Jared White and Zachariah K. Zachariah and Gavin Sherlock and James E. Galagan and Catherine A. Ball and Gary K. Schoolnik, , , , , , , ,Nucleic Acids Research, , , ,Database-Issue, , , , , ,TB database: an integrated platform for tuberculosis research., ,37,2009,article,http://www.bibsonomy.org/api/tags/dblpdblp,b8790878cbb9471ece3a601de8d3cfc5, , 
"45 BEACON ST, BOSTON, MA 02108-3693 USA", ,"Vera, C. and Higgins, W. and Amador, J. and Ambrizzi, T. and Garreaud, R. and Gochis, D. and Gutzler, D. and Lettenmaier, D. and Marengo, J. and Mechoso, C. R. and Nogues-Paegle, J. and Silva Dias, P. L. and Zhang, C.", , , , , , , ,Journal Of Climate, ,OCT 15,"1st Climate Variability and Predictability Science Conference (CLIVAR), Baltimore, MD, JUN 21-25, 2004",20,World Climat Res Program, ,AMER METEOROLOGICAL SOC, , ,Toward a unified view of the American Monsoon Systems,Proceedings Paper,19,2006,article,http://www.bibsonomy.org/api/tags/jabref:noKeywordAssignedjabref:noKeywordAssigned,8a144b7c871fe9b350854a5869328f4b, , 
 , ,James A. Larson and Jennifer B. Wallick,AFIPS National Computer Conference, ,conf/afips/1984, , , , , , , , , , , ,AFIPS Press, ,AFIPS Conference Proceedings,An interface for novice and infrequent database management system users., ,53,1984,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,db890fda13684f13146609b47615cf8c, , 
 , ,K. Gutierrez and B. Rymes and J. Larson, , , , , , , ,Harvard Educational Review, , , ,3, , , , , ,"Script, counterscript, and underlife in the classroom: James Brown versus Brown v. Board of Education", ,65,1995,article,http://www.bibsonomy.org/api/tags/file-import-09-02-13file-import-09-02-13,cc09814ec5af2d8b768806bf239d0a6b, , 
"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS", ,M Kosmulski, , , , , , , ,ADVANCES IN COLLOID AND INTERFACE SCIENCE, ,DEC 2, ,3, , ,ELSEVIER SCIENCE BV, , ,"The significance of the difference in the point of zero charge between
	rutile and anatase",Review,99,2002,article,http://www.bibsonomy.org/api/tags/zerozerohttp://www.bibsonomy.org/api/tags/point;point;http://www.bibsonomy.org/api/tags/pointpointhttp://www.bibsonomy.org/api/tags/ofofhttp://www.bibsonomy.org/api/tags/charge;charge;http://www.bibsonomy.org/api/tags/anataseanatasehttp://www.bibsonomy.org/api/tags/rutile;rutile;http://www.bibsonomy.org/api/tags/isoelectricisoelectrichttp://www.bibsonomy.org/api/tags/adsorption;adsorption;,137c04db97a6e843e580e930f3f578d4, , 
 , ,Paul B. Larson, , , , , , , ,Ann. Pure Appl. Logic, , , ,1, , , , , ,Martin's Maximum and definability in H(xaleph2)., ,156,2008,article,http://www.bibsonomy.org/api/tags/dblpdblp,006c4e340563f005f4b4069f6178feff, , 
 , ,Alan J. Demers and Daniel H. Greene and Carl Hauser and Wes Irish and John Larson and Scott Shenker and Howard E. Sturgis and Daniel C. Swinehart and Douglas B. Terry, , , , , , , ,Operating Systems Review, , , ,1, , , , , ,Epidemic Algorithms for Replicated Database Maintenance, ,22,1988,article,http://www.bibsonomy.org/api/tags/importedimported,81f96e4b72b73fc4d8e2751e24253178, , 
"{DIV JOHN WILEY \& SONS INC, 111 RIVER ST, HOBOKEN, NJ 07030 USA}", ,Daisuke Mitomo and Hironori K. Nakamura and Kazuyoshi Ikeda and Akihiko Yamagishi and Junichi Higo, , , , , , , ,{PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS}, ,{SEP 1},"Transition state of a SH3 domain detected with principle component analysis and a charge-neutralized all-atom protein model (p 883-894)
Daisuke Mitomo, Hironori K. Nakamura, Kazuyoshi Ikeda, Akihiko Yamagishi, Junichi Higo
Published Online: Jun 28 2006 4:14PM
DOI: 10.1002/prot.21069",{4}, , ,{WILEY-LISS}, , ,"{Transition state of a SH3 domain detected with principle component
   analysis and a charge-neutralized all-atom protein model}",{Article},{64},{2006},article,http://www.bibsonomy.org/api/tags/neutralizationneutralizationhttp://www.bibsonomy.org/api/tags/domaindomainhttp://www.bibsonomy.org/api/tags/barrierbarrierhttp://www.bibsonomy.org/api/tags/atomatomhttp://www.bibsonomy.org/api/tags/PCAPCAhttp://www.bibsonomy.org/api/tags/chargechargehttp://www.bibsonomy.org/api/tags/Phi-valuesPhi-valueshttp://www.bibsonomy.org/api/tags/free-energyfree-energyhttp://www.bibsonomy.org/api/tags/analysisanalysishttp://www.bibsonomy.org/api/tags/SH3SH3,6739615280baa57a2e827d41b6cab05d, , 
 , ,Paul R. Woodward and David H. Porter and James B. S. G. Greensky and Alex J. Larson and Michael R. Knox and James Hanson and Niranjay Ravindran and Tyler Fuchs,PARA, ,conf/para/2006, ,Bo Kågström and Erik Elmroth and Jack Dongarra and Jerzy Wasniewski, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Interactive Volume Visualization of Fluid Flow Simulation Data., ,4699,2006,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,0bb2ec07a1808637a557b3f665481d13, , 
 , ,Paul B. Larson and Saharon Shelah, , , , , , , ,Math. Log. Q., , , ,2, , , , , ,The stationary set splitting game., ,54,2008,article,http://www.bibsonomy.org/api/tags/dblpdblp,2155e702e34ae62b56d79c6a93a8d39e, , 
 , ,A. Auerbach and B. L. Larson, , , , , , , ,Phys. Rev. Lett., , , , , , , , , ,Untitled, ,66,1991,article,"http://www.bibsonomy.org/api/tags/theorytheoryhttp://www.bibsonomy.org/api/tags/htsct,htsct,http://www.bibsonomy.org/api/tags/high-tc,high-tc,",f69145d1655e021bf4a993485bed4179, , 
 , ,A. Auerbach and B. L. Larson, , , , , , , ,Phys. Rev. B, , , , , , , , , ,Untitled, ,43,1991,article,"http://www.bibsonomy.org/api/tags/theorytheoryhttp://www.bibsonomy.org/api/tags/htsct,htsct,http://www.bibsonomy.org/api/tags/high-tc,high-tc,",f5d1ff02616281eb7eadcf52ca902848, , 
 , ,Zuoshuang Xiang and Thomas Todd and Kim P. Ku and Bethany L. Kovacic and Charles B. Larson and Fang Chen and Andrew P. Hodges and Yuying Tian and Elizabeth A. Olenzek and Boyang Zhao and Lesley A. Colby and Howard G. Rush and Janet R. Gilsdorf and George W. Jourdian and Yongqun He, , , , , , , ,Nucleic Acids Research, , , ,Database-Issue, , , , , ,VIOLIN: vaccine investigation and online information network., ,36,2008,article,http://www.bibsonomy.org/api/tags/dblpdblp,aa12591b20b674495c82ddb867352559, , 
 , ,James A. Larson and Shamkant B. Navathe and Ramez Elmasri, , , , , , , ,IEEE Trans. Software Eng., , , ,4, , , , , ,A Theory of Attribute Equivalence in Databases with Application to Schema Integration., ,15,1989,article,http://www.bibsonomy.org/api/tags/mappingmappinghttp://www.bibsonomy.org/api/tags/integrationintegration,c8fef7cbd4b8333fa5ad00c5bf1ac250, , 
 , ,Goetz Graefe and Per-Åke Larson,ICDE, ,conf/icde/2001, , , , , , , , , , , ,IEEE Computer Society, , ,B-Tree Indexes and CPU Caches., , ,2001,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,8646c49b7ab86170a11db8f9e20ad907, , 
 , ,Hsinchun Chen and Daniel Dajun Zeng and Chunju Tseng and Cathy Larson,DG.O, ,conf/dgo/2006, ,José A. B. Fortes and Ann Macintosh, , , , , , , , , ,Digital Government Research Center, ,ACM International Conference Proceeding Series,The BioPortal project: a national center of excellence for infectious disease informatics., ,151,2006,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,e52f911afb126481abbf965d5aae8898, , 
 , ,David M. Nichols and David Bainbridge and Michael B. Twidale,JCDL, ,conf/jcdl/2007, ,Edie M. Rasmussen and Ray R. Larson and Elaine G. Toms and Shigeo Sugimoto, , , , , , , , , ,ACM, , ,Constructing digital library interfaces., , ,2007,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,df2fab18b3babc35bbec357f9f0f2d83, , 
 , ,Robert B. Allen,JCDL, ,conf/jcdl/2007, ,Edie M. Rasmussen and Ray R. Larson and Elaine G. Toms and Shigeo Sugimoto, , , , , , , , , ,ACM, , ,Highly structured scientific publications., , ,2007,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,91d061fa7c4d2835b4b68de4217788bc, , 
 , ,Robert Sanderson and Paul B. Watry,JCDL, ,conf/jcdl/2007, ,Edie M. Rasmussen and Ray R. Larson and Elaine G. Toms and Shigeo Sugimoto, , , , , , , , , ,ACM, , ,Integrating data and text mining processes for digital library applications., , ,2007,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,ed4cef63aca8ab1d1aefb14706828c49, , 
 , ,Christopher T. Fallen and Gregory B. Newby,JCDL, ,conf/jcdl/2007, ,Edie M. Rasmussen and Ray R. Larson and Elaine G. Toms and Shigeo Sugimoto, , , , , , , , , ,ACM, , ,Distributed web search efficiency by truncating results., , ,2007,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,61374de971b7b253de5a5cd4cb25c4cf, , 
 , ,Allison Druin and Ann Weeks and Sheri Massey and Benjamin B. Bederson,JCDL, ,conf/jcdl/2007, ,Edie M. Rasmussen and Ray R. Larson and Elaine G. Toms and Shigeo Sugimoto, , , , , , , , , ,ACM, , ,Children's interests and concerns when using the international children's digital library: a four-country case study., , ,2007,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,6a99f5f383dfcf45218f4c111923fc32, , 
 , ,Jean A. Larson, , , , , , , ,"J. Comb. Theory, Ser. B", , , ,3, , , , , ,Some graphs with chromatic number three., ,26,1979,article,http://www.bibsonomy.org/api/tags/dblpdblp,251956db09bbe428521d46430d1599d4, , 
 , ,Paul B. Larson, , , , , , , ,Arch. Math. Log., , , ,7, , , , , ,The canonical function game., ,44,2005,article,http://www.bibsonomy.org/api/tags/dblpdblp,85eb5d9459658c7895c54e5147d4725e, , 
 , ,Carolyn B. Seaman,CASCON, ,conf/cascon/1993, ,Ann Gawman and Evelyn Kidd and Per-Åke Larson, , , , , , , , , ,IBM, , ,OPT: organization and process together., , ,1993,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,96077d7cbb707f567dd25fe53fa040e0, , 
 , ,Joel Troster and John Henshaw and Erich B. Buss,CASCON, ,conf/cascon/1993, ,Ann Gawman and Evelyn Kidd and Per-Åke Larson, , , , , , , , , ,IBM, , ,Filtering for quality., , ,1993,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,c5e00788826ab387c0962f222a93528a, , 
 , ,Jacob Slonim and Per-Åke Larson and Daniel Sabbah and Michael A. Bauer and Erich B. Buss,CASCON, ,conf/cascon/1992, ,John E. Botsford and Arthur G. Ryman and Jacob Slonim and David J. Taylor, , , , , , , , , ,IBM, , ,CAS: a centre for applied research and development., , ,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,b137b779aba96528c882eb0296bd04bb, , 
 , ,Hong Liang and Xing Wu and Lynn J. Guziec and Frank S. Guziec Jr. and Kimberly K. Larson and Jennifer Lang and Jack C. Yalowich and Brian B. Hasinoff, , , , , , , ,Journal of Chemical Information and Modeling, , , ,4, , , , , ,A Structure-Based 3D-QSAR Study of Anthrapyrazole Analogues of the Anticancer Agents Losoxantrone and Piroxantrone., ,46,2006,article,http://www.bibsonomy.org/api/tags/dblpdblp,b1465cdcdb901a3a103b880517a7d761, , 
 , ,Paul B. Watry and Ray R. Larson and Robert Sanderson,ECDL, ,conf/ercimdl/2006, ,Julio Gonzalo and Costantino Thanos and M. Felisa Verdejo and Rafael C. Carrasco, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Knowledge Generation from Digital Libraries and Persistent Archives., ,4172,2006,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,2380a8ebd6d1ce1553831bf94b425e67, , 
 , ,Daniel Dajun Zeng and Hsinchun Chen and Chunju Tseng and Catherine A. Larson and Wei Chang and Millicent Eidson and Ivan Gotham and Cecil Lynch and Michael Ascher,ISI, ,conf/isi/2005, ,Paul B. Kantor and Gheorghe Muresan and Fred Roberts and Daniel Dajun Zeng and Fei-Yue Wang and Hsinchun Chen and Ralph C. Merkle, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,BioPortal: Sharing and Analyzing Infectious Disease Information., ,3495,2005,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,b576d3c05f086c7305759b16eadb887c, , 
 , ,Paul Jen-Hwa Hu and Daniel Dajun Zeng and Hsinchun Chen and Catherine A. Larson and Wei Chang and Chunju Tseng,ISI, ,conf/isi/2005, ,Paul B. Kantor and Gheorghe Muresan and Fred Roberts and Daniel Dajun Zeng and Fei-Yue Wang and Hsinchun Chen and Ralph C. Merkle, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Evaluating an Infectious Disease Information Sharing and Analysis System., ,3495,2005,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,ab2a74c911fff5b31de8ea400f79fb13, , 
 , ,David B. Lomet and Roger S. Barga and Surajit Chaudhuri and Per-Åke Larson and Vivek R. Narasayya, , , , , , , ,SIGMOD Record, , , ,3, , , , , ,The Microsoft Database Research Group., ,27,1998,article,http://www.bibsonomy.org/api/tags/dblpdblp,5c6a37c3d3be58330c13e6e5dc5abdc0, , 
 , ,Per-Åke Larson and M. V. Ramakrishna,SIGMOD Conference, ,conf/sigmod/85, ,Shamkant B. Navathe, , , , , , , , , ,ACM Press, , ,External Perfect Hashing., , ,1985,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,2788cd9109893ccdf8163ec6f8537685, , 
 , ,D. Jagannathan and R. L. Guck and B. L. Fritchman and J. P. Thompson and D. M. Tolbert,SIGMOD Conference, ,conf/sigmod/88, ,Haran Boral and Per-Åke Larson, , , , , , , , , ,ACM Press, , ,SIM: A Database System Based on the Semantic Data Model., , ,1988,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,41196e7fae906c115a6c7ebee1f808d4, , 
 , ,Bernhard Seeger and Per-Åke Larson,SIGMOD Conference, ,conf/sigmod/91, ,James Clifford and Roger King, , , , , , , , , ,ACM Press, , ,Multi-Disk B-trees., , ,1991,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,9e36d361cd16eb6d8c10f80e944efd37, , 
 , ,Alyce Brady and Michael J. Clancy and Kathleen Larson,SIGCSE, ,conf/sigcse/2000, ,Lillian (Boots) Cassel and Nell B. Dale and Henry MacKay Walker and Susan M. Haller, , , , , , , , , ,ACM, , ,Introduction to the marine biology case study (seminar session)., , ,2000,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,ac81554c6f6130626b6b79e07ff52a36, , 
 , ,B. D. Larson and Raja R. Sengupta, , , , , , , ,Environmental Modelling and Software, , , ,1, , , , , ,A spatial decision support system to identify species-specific critical habitats based on size and accessibility using US GAP data., ,19,2004,article,http://www.bibsonomy.org/api/tags/dblpdblp,bbffaf3ec2777a1c400fabf4a50fae88, , 
 , ,Martha Larson and Thomas Beckers and Volker Schlögell,GI Jahrestagung (2), ,conf/gi/2005-2, ,Armin B. Cremers and Rainer Manthey and Peter Martini and Volker Steinhage, , , , , , , , , ,GI, ,LNI,Structuring and indexing digital archives of radio broadcasters., ,68,2005,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,adc8c7dee3cb4d886cce466c6dbfa07f, , 
 , ,Blake Shepard and Cynthia Matuszek and C. Bruce Fraser and William Wechtenhiser and David Crabbe and Zelal Güngördü and John Jantos and Todd Hughes and Larry Lefkowitz and Michael J. Witbrock and Douglas B. Lenat and Erik Larson,AAAI, ,conf/aaai/2005, ,Manuela M. Veloso and Subbarao Kambhampati, , , , , , , , , ,AAAI Press / The MIT Press, , ,A Knowledge-Based Approach to Network Security: Applying Cyc in the Domain of Network Risk Assessment., , ,2005,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,4b0575f7ee4bff4ff1e81fd9aa63f307, , 
 , ,Michael Stonebraker and Daniel J. Abadi and Adam Batkin and Xuedong Chen and Mitch Cherniack and Miguel Ferreira and Edmond Lau and Amerson Lin and Samuel Madden and Elizabeth J. O'Neil and Patrick E. O'Neil and Alex Rasin and Nga Tran and Stanley B. Zdonik,VLDB, ,conf/vldb/2005, ,Klemens Böhm and Christian S. Jensen and Laura M. Haas and Martin L. Kersten and Per-Åke Larson and Beng Chin Ooi, , , , , , , , , ,ACM, , ,C-Store: A Column-oriented DBMS., , ,2005,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,1bc83620a082a43dde360ad5c9ece02f, , 
 , ,Shimin Chen and Anastassia Ailamaki and Phillip B. Gibbons and Todd C. Mowry,VLDB, ,conf/vldb/2005, ,Klemens Böhm and Christian S. Jensen and Laura M. Haas and Martin L. Kersten and Per-Åke Larson and Beng Chin Ooi, , , , , , , , , ,ACM, , ,Inspector Joins., , ,2005,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,c7b4dd212b230231a7ad4f60de4f9f3a, , 
 , ,Christopher B. Colohan and Anastassia Ailamaki and J. Gregory Steffan and Todd C. Mowry,VLDB, ,conf/vldb/2005, ,Klemens Böhm and Christian S. Jensen and Laura M. Haas and Martin L. Kersten and Per-Åke Larson and Beng Chin Ooi, , , , , , , , , ,ACM, , ,Optimistic Intra-Transaction Parallelism on Chip Multiprocessors., , ,2005,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,fe343d08df597b6825501785e745841a, , 
